"Accession","4087_10_255_LT","4088_12_259","4089_24_270","4107_44_268_LT","4095_2_265","4096_15_260","4090_22_302","4091_23_282","4092_1_308","4093_3_316","4094_14_320","4108_42_297","4109_34_301","4110_18_311","4111_29_305","4112_35_321","4113_17_277","4114_21_267","4115_25_275","4116_20_286","4127_39_304_LT","4128_33_280","4129_31_314","4130_52_331","4131_47_251","4132_55_269","4133_51_258","4134_37_287","4135_45_303","4136_43_299","4147_64_330_LT","4148_62_324"
"A0A3Q1MC60|A0A3Q1MC60_BOVIN;A0A3Q1M707|A0A3Q1M707_BOVIN;A0A3Q1MG48|A0A3Q1MG48_BOVIN;F1MQI3|F1MQI3_BOVIN;F1MT60|F1MT60_BOVIN;A0A3Q1LGQ8|A0A3Q1LGQ8_BOVIN;A0A3Q1LTX9|A0A3Q1LTX9_BOVIN;A0A3Q1LUQ9|A0A3Q1LUQ9_BOVIN;A0A3Q1MEF9|A0A3Q1MEF9_BOVIN","111951782.9","116915287.3","147687098.8","120968595.6","114657159.6","119549289.3","112060137.5","125153668.8","127488010.3","124603331","130539491.2","127700804.8","135287339.1","140314536.3","117558532","117456526.8","131279107.4","130700147.1","119923266.1","123163865.3","110213353.7","131922666.3","98899463.32","119058252.5","89814951.06","110902243.4","109269824","102186579.8","133256955.8","105148730.3","154155677.9","129907665.8"
"A0A3Q1MQS4|A0A3Q1MQS4_BOVIN;A0A3Q1LYV9|A0A3Q1LYV9_BOVIN;Q3SYZ8|PDLI3_BOVIN","14513366.18","17339746.09","15135148.58","18204405.78","13818479.12","12753716.41","21209457.53","16895680.92","11408513.51","10758713.79","16541868.32","12437720.22","12145428.24","15936330.24","15931338.3","16987737.39","16380705.2","17202902.93","12264171.42","16950508.02","19931807.13","10729236.36","17027749.12","14117879.66","12183993.32","19505672.92","12423421.42","12324401.71","11949210.49","9649537.882","16991084.62","13105858.97"
"A4FV75|TM38A_BOVIN","869629.2362","772809.6019","23084.28346","644057.5588","695345.7363","71732.15345","644308.5084","622864.1531","560657.7258","73932.53672","1071269.342","665217.9307","77128.03289","651261.8784","805903.4411","662869.6255","677847.8244","582847.6685","527599.2063","764496.9661","601977.7331","76583.11085","527953.259","782902.8908","524299.8948","620464.8604","510523.0429","482292.5485","66253.13237","660060.2413","158424.9341","649799.5608"
"A0A3Q1LL10|A0A3Q1LL10_BOVIN","452105.1538","498143.0641","6243.4005","372837.0313","265802.5561","78176.79186","618419.8412","486084.2681","450611.0712","64801.51597","494544.9184","439429.1238","12251.94717","421285.4613","468865.0504","421444.7714","391078.901","512131.3756","322383.3013","507870.4347","246108.4331","81743.63642","266550.8053","495713.8706","349854.4061","445919.8386","208653.6093","471011.2407","22850.69416","378019.5392","70269.60398","276491.4498"
"A0A3Q1LX83|A0A3Q1LX83_BOVIN","171856.3569","164411.5759","311762.0238","229433.1265","145362.7441","144838.3346","106739.0967","127592.8369","148082.8353","185140.9723","190183.1645","169604.7396","269504.2789","206649.6618","166269.5162","231693.118","214832.9232","162308.8881","156262.4004","160294.5794","168557.9627","238830.8366","158327.8774","196377.1861","69471.68152","140664.1916","179025.4442","249574.0461","199289.8609","121338.1029","278096.7784","239714.8443"
"A0A3Q1MA47|A0A3Q1MA47_BOVIN","0","0","52.43470524","0","0","0","0","0","0","14376.93264","0","0","22.92051051","0","3956.119904","0","0","0","0","15.87573518","1735.470194","0","0","0","1967.503491","0","7.789899385","0","54.14111872","0","0","1887.732454"
"A0A3Q1MGE5|A0A3Q1MGE5_BOVIN","353870.8652","377650.2201","22397.54265","215395.9037","316742.0441","57458.45231","433535.7922","505429.1374","351088.2619","21194.51084","452191.8164","396889.7197","34265.54987","413126.9086","326767.4201","359610.1654","398798.0491","491038.4946","276069.1779","470661.347","357445.8765","49970.39514","382590.3613","504818.7048","342184.5387","456243.1723","318506.1152","254704.9141","7180.998903","428455.1016","65749.48493","296731.7135"
"Q3ZCH0|GRP75_BOVIN","594821.7173","440916.9203","550946.5982","493698.69","897594.6496","1573731.204","695242.7627","724050.8839","275323.4739","907956.2967","1006409.813","310724.1441","797979.6069","440198.7397","375025.1228","609950.2222","1073622.069","660432.0143","624811.5097","707393.1931","841503.702","466715.4599","778132.2084","551941.2481","411223.4914","639672.4178","643341.5253","277791.7643","725467.0617","474083.3533","1395209.525","720783.747"
"E1BK71|E1BK71_BOVIN","254426.5392","223821.179","301260.6903","471347.5389","217839.8269","202778.6555","253451.8935","204014.2892","269662.1359","284908.9076","265512.5008","300555.6914","266749.9002","238631.8008","211806.0259","224012.6632","182023.0937","165174.178","252025.7716","270690.3731","214954.6504","322382.392","245225.9875","176367.2489","290449.7642","195393.9743","244779.7276","228736.0888","216570.6494","280508.6273","416848.0656","302214.3179"
"Q32KU9|MSTN1_BOVIN","455530.2","268792.5248","877331.4642","244955.6623","964697.704","1116341.971","543250.7172","244487.8816","563497.716","367418.4586","547334.0994","213019.2968","1248878.488","559558.325","330836.2817","283412.7177","541159.0526","433404.9663","384020.8393","337127.4606","941080.8082","508102.4282","384181.9362","430637.621","378641.2899","1067055.039","333819.3821","189666.758","248250.2656","343936.3906","832636.6736","302735.0847"
"A0A3Q1M119|A0A3Q1M119_BOVIN;P62261|1433E_BOVIN;A0A3Q1MP67|A0A3Q1MP67_BOVIN;P63103|1433Z_BOVIN;A0A3Q1M2Q2|A0A3Q1M2Q2_BOVIN;A0A3Q1MQS3|A0A3Q1MQS3_BOVIN;E1BDS9|E1BDS9_BOVIN","5351835.111","3999803.715","4061330.586","2672528.173","2604354.544","5104298.976","3749359.465","3413360.794","2334625.524","4195823.731","4253141.124","5938270.109","4260789.067","5402016.574","2009132.133","4592992.871","5236521.591","3372014.01","1576281.805","5518983.633","5795795.942","7013896.817","4928744.214","6500023.3","2994791.859","5257100.429","5421941.837","1967929.078","4995898.911","4560411.026","5534265.278","2965005.011"
"A4FV78|A4FV78_BOVIN","4196380.564","3719451.874","5914056.979","4685673.333","4199767.48","5323528.435","5315767.223","5569913.813","4837545.792","3707277.424","4684234.878","5503095.741","6757174.616","5041817.032","5406143.755","4721014.518","5156670.062","4825897.855","4858097.753","5623689.678","6198078.99","4839678.8","5363877.418","4777284.685","4339871.157","5376025.262","4711600.034","4116941.997","6520336.265","4050550.458","5485787.339","4928267.986"
"A0A3Q1LU13|A0A3Q1LU13_BOVIN;Q3T0Z7|DHPR_BOVIN","509598.1185","569689.946","715834.7284","595945.7562","346165.8179","429288.8498","358137.8328","618841.3553","658951.757","417657.675","576576.393","346802.7047","615577.666","474662.6661","463508.7603","346148.0909","789835.7225","542117.0588","419743.3957","529151.2267","486385.9737","578971.4203","440444.9931","634789.0009","248728.587","399106.0636","419716.0812","599750.4295","396133.6246","627336.581","532683.0165","525001.2715"
"A0A3Q1M430|A0A3Q1M430_BOVIN;A0A3Q1MFN5|A0A3Q1MFN5_BOVIN;G3MZI6|G3MZI6_BOVIN","73969355.58","48453630","59404393.96","45182482.6","56709793.86","75536372.58","75499530.35","48845156.39","31808589.58","46870391.54","92004610.86","38784979.82","61287396.15","65697772.77","44897018.02","51958384.97","86174269.26","69341764.54","28150004.63","55103385.03","82875234.17","52213823.66","91737582.35","88098635.87","68149744.38","95629068.03","74012137.33","26580573.79","34333907.25","59401762.47","60772319.21","82152951.78"
"A0A3Q1M0V5|A0A3Q1M0V5_BOVIN;A0A452DI31|A0A452DI31_BOVIN;A0A3Q1LMT0|A0A3Q1LMT0_BOVIN","245179056.7","218864889.5","35662653.1","112179373.5","200165990.3","29093022.03","260210499.3","210783824.1","230296272.7","42179843.82","204739444.5","162261163.8","34554404.71","215314346.2","177552465.2","186347301","233719280.3","256969103.2","162564589.2","213082230.9","152697813.8","36698609.03","115630975.5","196829899.7","133398948.1","178098265.7","164599420.9","223027814","34636672.76","144523809.3","29285310.48","146002743.6"
"A0A3Q1LKJ8|A0A3Q1LKJ8_BOVIN","19543.31146","8637.503586","6475.377013","5526.850233","46177.11988","50456.4852","22574.8636","9849.836793","1479.952257","15044.38368","35504.57484","7905.307949","16984.75609","11805.37105","14207.81834","17389.56692","35260.31691","24518.78684","16751.45658","20571.12368","37228.93202","13500.92442","45681.48753","18089.87189","19381.37274","25480.16072","24864.52653","5097.458331","10228.63907","29341.85729","39916.7694","29751.56935"
"A0A3Q1M6K7|A0A3Q1M6K7_BOVIN;A0A3Q1MNP9|A0A3Q1MNP9_BOVIN;A1A4J1|PFKAL_BOVIN","21761525.03","21698268.11","1392779.788","12259665.91","14564010.61","1299691.845","21995714.96","24243723.78","19500185.58","1453163.309","25366747.83","23499443.79","1826928.767","24724299.7","22962838.89","22358902.66","27821177.96","23971670.75","14334743.37","28970851.32","17854731.67","1985350.403","15143380.45","26223795.22","16825936.4","20376474.17","10821593.4","18846500.93","1697721.168","18182566.06","1622403.008","19083004.23"
"F1MDN4|F1MDN4_BOVIN","44755.3111","55350.7216","142772.2797","118261.8976","96456.97266","181654.1436","69350.92376","75385.60879","53117.85939","110471.5051","74934.56879","66789.98952","224216.9964","76933.24934","47118.1002","44420.98905","92707.67685","81717.93651","80685.89747","105473.0007","48701.69123","95476.72262","114483.5582","36043.79668","111194.974","92228.74566","58629.52748","46131.95413","137232.6048","63895.57414","207874.4308","99908.03229"
"Q9XSC9|TCO2_BOVIN","525686.5238","671507.7412","495205.1724","802216.8023","644948.7954","477153.0638","415006.5454","1007552.629","722915.822","391047.5237","356259.7759","459681.1357","444918.4015","477205.8203","441953.0933","398372.0241","400196.2454","417783.0165","423351.0568","348588.0051","412699.4139","536025.4643","423786.1552","456564.46","619529.8598","429916.466","589158.5109","605458.5708","468953.9712","699329.0634","288754.116","375088.2903"
"A0A3Q1LQ02|A0A3Q1LQ02_BOVIN","508848.6644","404851.6199","263444.5779","313826.4249","340925.762","453888.1432","256720.6591","123247.3723","151016.9338","503991.3044","351092.8894","387680.3328","426151.1808","509407.9751","416645.2268","177278.1904","332719.3623","198373.4707","194873.3216","570852.2847","353575.5139","427185.4202","474187.9369","532286.6633","548238.5462","247235.9114","577967.3913","324380.1952","305582.7151","469725.4063","717146.3069","391967.1823"
"Q02368|NDUB7_BOVIN","105385.8614","40801.30621","154673.4531","66342.85237","107112.5075","106778.0029","56011.23917","50311.9063","23317.05681","66998.9648","115257.1724","44670.86335","93896.93648","77016.17707","32132.41227","104183.1034","130125.0217","84902.21813","24533.54044","71727.15423","99362.75754","114089.4046","104455.9753","109804.0537","60588.95794","113960.1734","108045.5762","66528.90715","34705.22072","73524.84495","174923.6211","91618.73946"
"E1BPV6|E1BPV6_BOVIN","1839840.015","1622088.024","2303796.28","891432.4868","2499550.623","2679927.858","2061463.217","1063385.704","724252.8464","1265900.593","1620959.164","1817067.629","3129907.641","2158197.986","1466383.58","2220971.687","2003588.671","1915176.253","1069228.741","2873644.954","3372854.834","1842557.634","3672290.256","1359174.842","2179840.519","2932034.819","1366903.996","1245459.236","2104732.048","1591761.177","5222124.792","1446611.749"
"P42026|NDUS7_BOVIN","77586.82805","99726.55596","14533.2454","69813.82909","151433.1677","84392.78205","136559.4172","94997.11543","50936.29357","63532.87484","152151.9306","46817.32276","72484.86697","77196.26331","84541.0846","79328.63192","124354.2395","70593.58639","56742.24263","64987.74415","117631.4855","33314.05025","134599.6842","128330.8255","75066.3476","105877.2617","94967.05484","51376.43535","24408.10389","85613.51553","53785.72089","73909.08858"
"A0A3Q1MN34|A0A3Q1MN34_BOVIN","2467835.944","2747655.434","3838104.094","2709221.491","3015990.212","3144344.953","2352945.687","2745513.099","3574012.804","3303452.498","2355089.784","2763800.03","3113686.706","3132123.253","2582472.348","2274859.25","2791973.313","3462794.105","2858166.482","2568646.516","2410946.349","3443498.94","2163420.099","2385343.11","2392742.304","2322637.984","2474688.567","2699964.929","2972624.113","2568285.11","3722207.384","2624661.314"
"A0A452DI85|A0A452DI85_BOVIN;A0A3Q1MBX2|A0A3Q1MBX2_BOVIN;Q2TBI4|TRAP1_BOVIN","2011432.458","2378848.363","3307622.253","2352486.413","2318212.742","2999329.341","2623658.351","2531006.347","2520252.141","2209938.159","2036608.395","1975174.871","3443665.202","2233766.954","2216578.73","1982383.349","2721219.693","2506858.569","2679782.844","2536260.568","2815126.846","2511646.344","2249582.873","1765034.237","1459466.792","2348370.92","2139011.025","1322774.94","3216422.971","1848670.503","3304701.519","2280912.283"
"A5PJI6|CAVN4_BOVIN","167000.8623","161924.4139","229209.4796","163322.442","149979.2829","207093.1391","136155.8463","147141.676","233063.9196","262064.2564","266516.4756","199806.8591","246569.5134","270068.426","159953.6025","224833.6243","247441.4547","160627.9058","233573.2383","319054.7089","166132.0849","234675.1971","159355.9356","222466.7229","180114.6363","141138.3308","178504.7444","148155.2835","161340.4055","236980.8083","382066.8828","240400.394"
"A8KC64|A8KC64_BOVIN","184943.2129","121995.6178","93197.57992","150115.5273","128454.5403","109239.9001","181912.6436","129426.1622","152241.0031","117379.5208","115257.0474","160531.6983","128912.5004","141232.5167","168313.6685","133010.6342","74461.37296","107084.5265","148277.8619","136170.7295","181689.4958","178531.3923","149397.5188","119734.8733","139684.5892","80533.84228","88385.88488","220159.5233","138566.4835","83612.53315","194640.9894","147863.5222"
"A0A3Q1LMS2|A0A3Q1LMS2_BOVIN;A0A3Q1LPN6|A0A3Q1LPN6_BOVIN","1928466.643","2234121.73","128226.5069","908479.4929","2053406.837","155814.7344","2084262.721","2349900.155","2032274.181","92255.88896","2135742.953","979944.5299","105426.9925","1153038.876","1882601.597","735041.2032","2508630.142","2091575.959","1248314.713","2213822.308","1769070.317","90790.18848","785192.6297","2041665.251","1351772.33","1945021.231","1399785.448","1193217.345","66057.60361","1529599.152","196394.2651","1608911.883"
"P20000|ALDH2_BOVIN;A0A3Q1LRC1|A0A3Q1LRC1_BOVIN","3429088.135","3891421.577","3551348.309","3591118.158","5099137.712","3919666.849","4243233.418","3409604.919","2627519.404","3692941.352","5228095.259","2015745.319","3335633.132","4547130.074","2419226.197","2338212.18","6152077.457","4761640.685","3700698.805","3821572.006","3283752.794","2574209.506","3408440.947","3594488.112","2239831.084","6092329.252","3751214.104","1815563.162","3317098.839","3009314.483","4580278.361","4511457.428"
"A0A3Q1LW84|A0A3Q1LW84_BOVIN;A0A3Q1LT87|A0A3Q1LT87_BOVIN","211075.4619","62188.46242","75980.24659","58207.48895","110267.6322","221131.3297","152403.2178","98211.29711","23772.99885","95260.97899","184386.4042","167908.1531","193894.0867","162100.7985","13325.42379","161745.7001","232111.1433","115824.2036","25929.96479","238269.7123","292562.1219","145760.2069","206533.696","231551.947","126840.7458","233818.2849","200994.7327","44692.03765","248148.22","184022.2361","174503.4986","59290.86174"
"A0A3Q1LV38|A0A3Q1LV38_BOVIN","2322121.877","2070443.736","2444180.418","2446850.62","2649445.128","2893385.11","2551467.532","2431913.817","1995299.444","2320082.829","2625394.564","1936659.491","2465982.438","2138138.756","2107496.54","2105279.498","2346566.966","2734264.584","2167644.558","2307357.654","2159841.765","2086874.361","2336116.249","2320954.852","1885933.446","2054675.331","2075817.161","1884367.321","1808954.167","1983427.022","3486605.417","2488290.671"
"A0A3Q1LW78|A0A3Q1LW78_BOVIN;A0A3Q1ML02|A0A3Q1ML02_BOVIN","274503.0019","407716.9293","29456.26691","109600.3451","311179.9159","43555.85029","409059.8044","351925.0392","270579.3254","16643.02398","296111.1656","189380.5084","69033.17595","374100.497","219630.1814","153997.5167","368876.563","310190.6627","209873.2544","388520.5521","343694.2271","62788.75192","390715.2897","240606.2088","312969.93","280553.5299","327944.6306","178722.8033","6190.380789","240435.9968","6705.784029","219715.8059"
"A0A3Q1LSA1|A0A3Q1LSA1_BOVIN","188438.5866","85543.25357","359035.0848","169147.2688","332673.8647","285141.1162","154553.0949","122058.4962","94085.91153","151004.0964","134495.9166","239539.2706","255698.7607","260512.1997","188574.237","194972.7735","218791.3194","136287.5943","240503.7157","293329.516","201594.3295","165003.6666","266014.993","178468.5666","162427.5256","173076.2423","133945.2116","128876.9523","166092.112","303924.866","383044.9545","274620.2925"
